Source URL,Target URL,Anchor text,Link location,Follow/nofollow,Target status,Target canonical,Target in sitemap,Issue,Notes
/collection/pachai-linen-golden-border-drape,/collection/stretchfit-blouse,"StretchFit BlouseCotton, unique₹1₹5Untitled Product",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection/stretchfit-blouse,Select size,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection/stretchfit-blouse-1,View StretchFit Blouse,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse-1,no,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection/stretchfit-blouse-1,"StretchFit BlouseHeirloom, unique₹1₹5Untitled Product",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse-1,no,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection/stretchfit-blouse-1,Select size,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse-1,no,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection/sleeveless-cerise-pink-stretchfit-blouse,View Sleeveless Cerise Pink StretchFit Blouse,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sleeveless-cerise-pink-stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection/sleeveless-cerise-pink-stretchfit-blouse,"Sleeveless Cerise Pink StretchFit BlouseHeirloom, unique₹1₹5Untitled Product",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sleeveless-cerise-pink-stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection/sleeveless-cerise-pink-stretchfit-blouse,Select size,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sleeveless-cerise-pink-stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection/sleeveless-marigold-orange-stretchfit,View Sleeveless Marigold Orange StretchFit,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sleeveless-marigold-orange-stretchfit,no,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection/sleeveless-marigold-orange-stretchfit,"Sleeveless Marigold Orange StretchFitHeirloom, unique₹1₹5Untitled Product",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sleeveless-marigold-orange-stretchfit,no,,Rendered anchor; external targets were not fetched.
/collection/pachai-linen-golden-border-drape,/collection/sleeveless-marigold-orange-stretchfit,Select size,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sleeveless-marigold-orange-stretchfit,no,,Rendered anchor; external targets were not fetched.
/404,/404,Skip to main content,body,follow,404,,no,Target status 404,Rendered anchor; external targets were not fetched.
/404,/,From the Trunk,header/nav,follow,200,https://www.fromthetrunk.shop,yes,,Rendered anchor; external targets were not fetched.
/404,/collection,Collection,header/nav,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/404,/collection?tags=top-viewed,Top Viewed,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/404,/collection?type=blouse,Blouses,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/404,/account/sign-in,Sign in,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/404,/account/wishlist,Liked products,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/404,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/404,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/404,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/404,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/404,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/404,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/404,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/404,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/404,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/404,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/404,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/404,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/404,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/404,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/404,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/404,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/404,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/404,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/404,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/404,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/404,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/404,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/404,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/404,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/404,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/404,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/404,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/404,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/404,/privacy-policy,Privacy policy,body,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,no,,Rendered anchor; external targets were not fetched.
/404,/collection,Browse the Collection,body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/404,/,Return Home,body,follow,200,https://www.fromthetrunk.shop,yes,,Rendered anchor; external targets were not fetched.
/404,/our-story,Read Our Story,body,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/404,/search?q=Banarasi,Banarasi,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/404,/search?q=Kanjeevaram,Kanjeevaram,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/404,/search?q=Silk,Silk,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/404,/search?q=Heirloom,Heirloom,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/404,/search?q=Festive,Festive,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/404,/collection,"New Arrivals from the TrunkFreshly curated sarees selected for craft, condition, and quiet distinction.Explore new pieces",body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/404,/collection,"Sarees with a StoryBrowse one-of-one pieces with provenance, memory, and a second life ahead.Browse the collection",body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/404,/how-it-works,"What Pre-loved MeansLearn how every piece is reviewed, condition graded, and prepared with care.Learn the process",body,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/404,/sell-your-saree,Open Your TrunkHave a saree waiting for its next story? Share it with From the Trunk.Submit your saree,body,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Faddresses,/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Faddresses,Skip to main content,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Faddresses,/,From the Trunk,header/nav,follow,200,https://www.fromthetrunk.shop,yes,,Rendered anchor; external targets were not fetched.
/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Faddresses,/collection,Collection,header/nav,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Faddresses,/collection?tags=top-viewed,Top Viewed,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Faddresses,/collection?type=blouse,Blouses,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Faddresses,/account/sign-in,Sign in,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Faddresses,/account/wishlist,Liked products,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Faddresses,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Faddresses,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Faddresses,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Faddresses,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Faddresses,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Faddresses,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
